"Varname","Theme","ThemeEn","VarLabel","VarLabelEn","numLevel","textLevel","textLabelEn","Type","coeff_label"
"KHlipmedA","Krankheiten (1101)","Diseases (1101)","Erhöhtes Cholesterin: Zurzeit Medikamenteneinnahme","Elevated cholesterol: Currently taking medication",2,"Nein","No","Nominal","KHlipmedA2"
"KHcb12","Krankheiten (1101)","Diseases (1101)","Chronische Bronchitis: I.d.l.12 Mon.","Chronic bronchitis: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHcb12-97"
"KHcb12","Krankheiten (1101)","Diseases (1101)","Chronische Bronchitis: I.d.l.12 Mon.","Chronic bronchitis: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHcb121"
"KHcb12","Krankheiten (1101)","Diseases (1101)","Chronische Bronchitis: I.d.l.12 Mon.","Chronic bronchitis: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHcb122"
"KHulc12","Krankheiten (1101)","Diseases (1101)","Magen- oder Zwölffingerdarmgeschwür: I.d.l.12 Mon.","Gastric or duodenal ulcer: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHulc12-97"
"KHulc12","Krankheiten (1101)","Diseases (1101)","Magen- oder Zwölffingerdarmgeschwür: I.d.l.12 Mon.","Gastric or duodenal ulcer: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHulc121"
"KHulc12","Krankheiten (1101)","Diseases (1101)","Magen- oder Zwölffingerdarmgeschwür: I.d.l.12 Mon.","Gastric or duodenal ulcer: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHulc122"
"KHced12","Krankheiten (1101)","Diseases (1101)","Chronisch entzündliche Darmerkrankung: I.d.l.12 Mon.","Inflammatory bowel disease: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHced12-97"
"KHced12","Krankheiten (1101)","Diseases (1101)","Chronisch entzündliche Darmerkrankung: I.d.l.12 Mon.","Inflammatory bowel disease: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHced121"
"KHced12","Krankheiten (1101)","Diseases (1101)","Chronisch entzündliche Darmerkrankung: I.d.l.12 Mon.","Inflammatory bowel disease: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHced122"
"KHlz12","Krankheiten (1101)","Diseases (1101)","Leberzirrhose: I.d.l.12 Mon.","Cirrhosis: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHlz12-97"
"KHlz12","Krankheiten (1101)","Diseases (1101)","Leberzirrhose: I.d.l.12 Mon.","Cirrhosis: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHlz121"
"KHlz12","Krankheiten (1101)","Diseases (1101)","Leberzirrhose: I.d.l.12 Mon.","Cirrhosis: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHlz122"
"KHcle12","Krankheiten (1101)","Diseases (1101)","Andere chronische Lebererkrankungen: I.d.l.12 Mon.","Other chronic liver diseases: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHcle12-97"
"KHcle12","Krankheiten (1101)","Diseases (1101)","Andere chronische Lebererkrankungen: I.d.l.12 Mon.","Other chronic liver diseases: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHcle121"
"KHcle12","Krankheiten (1101)","Diseases (1101)","Andere chronische Lebererkrankungen: I.d.l.12 Mon.","Other chronic liver diseases: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHcle122"
"KHniB12","Krankheiten (1101)","Diseases (1101)","Chron. Nierenprobleme: I.d.l.12 Mon.",". Chronic kidney problems: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHniB12-97"
"KHniB12","Krankheiten (1101)","Diseases (1101)","Chron. Nierenprobleme: I.d.l.12 Mon.",". Chronic kidney problems: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHniB121"
"KHniB12","Krankheiten (1101)","Diseases (1101)","Chron. Nierenprobleme: I.d.l.12 Mon.",". Chronic kidney problems: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHniB122"
"KHdge12","Krankheiten (1101)","Diseases (1101)","Arthrose: I.d.l.12 Mon.","Osteoarthritis: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHdge12-97"
"KHdge12","Krankheiten (1101)","Diseases (1101)","Arthrose: I.d.l.12 Mon.","Osteoarthritis: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHdge121"
"KHdge12","Krankheiten (1101)","Diseases (1101)","Arthrose: I.d.l.12 Mon.","Osteoarthritis: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHdge122"
"KHra12","Krankheiten (1101)","Diseases (1101)","Arthritis: I.d.l.12 Mon.","Arthritis: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHra12-97"
"KHra12","Krankheiten (1101)","Diseases (1101)","Arthritis: I.d.l.12 Mon.","Arthritis: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHra121"
"KHra12","Krankheiten (1101)","Diseases (1101)","Arthritis: I.d.l.12 Mon.","Arthritis: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHra122"
"KHos12","Krankheiten (1101)","Diseases (1101)","Osteoporose: I.d.l.12 Mon.","Osteoporosis: I.d.l.12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHos12-97"
"KHos12","Krankheiten (1101)","Diseases (1101)","Osteoporose: I.d.l.12 Mon.","Osteoporosis: I.d.l.12 Mon.",1,"Ja","Yes","Nominal","KHos121"
"KHos12","Krankheiten (1101)","Diseases (1101)","Osteoporose: I.d.l.12 Mon.","Osteoporosis: I.d.l.12 Mon.",2,"Nein","No","Nominal","KHos122"
"KHalgi112","Krankheiten (1101)","Diseases (1101)","Allergien: I.d.l. 12 Mon.","Allergies: I.d.l. 12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","KHalgi112-97"
"KHalgi112","Krankheiten (1101)","Diseases (1101)","Allergien: I.d.l. 12 Mon.","Allergies: I.d.l. 12 Mon.",1,"Ja","Yes","Nominal","KHalgi1121"
"KHalgi112","Krankheiten (1101)","Diseases (1101)","Allergien: I.d.l. 12 Mon.","Allergies: I.d.l. 12 Mon.",2,"Nein","No","Nominal","KHalgi1122"
"LQzufrB10","Lebensqualität (1109)","Quality of Life (1109)","Zufriedenheit: Leben insgesamt","overall life satisfaction",-97,"Nicht erhoben","not applicable","Scale","LQzufrB10-97"
"LQzufrB10","Lebensqualität (1109)","Quality of Life (1109)","Zufriedenheit: Leben insgesamt","overall life satisfaction",0,"0 Überhaupt nicht zufrieden","0 Not at all satisfied","Scale","LQzufrB100"
"LQzufrB10","Lebensqualität (1109)","Quality of Life (1109)","Zufriedenheit: Leben insgesamt","overall life satisfaction",1,"1","1","Scale","LQzufrB101"
"LQzufrB10","Lebensqualität (1109)","Quality of Life (1109)","Zufriedenheit: Leben insgesamt","overall life satisfaction",10,"10 Vollkommen zufrieden","10 Completely satisfied","Scale","LQzufrB1010"
"LQzufrB10","Lebensqualität (1109)","Quality of Life (1109)","Zufriedenheit: Leben insgesamt","overall life satisfaction",2,"2","2","Scale","LQzufrB102"
"LQzufrB10","Lebensqualität (1109)","Quality of Life (1109)","Zufriedenheit: Leben insgesamt","overall life satisfaction",3,"3","3","Scale","LQzufrB103"
"LQzufrB10","Lebensqualität (1109)","Quality of Life (1109)","Zufriedenheit: Leben insgesamt","overall life satisfaction",4,"4","4","Scale","LQzufrB104"
"LQzufrB10","Lebensqualität (1109)","Quality of Life (1109)","Zufriedenheit: Leben insgesamt","overall life satisfaction",5,"5","5","Scale","LQzufrB105"
"LQzufrB10","Lebensqualität (1109)","Quality of Life (1109)","Zufriedenheit: Leben insgesamt","overall life satisfaction",6,"6","6","Scale","LQzufrB106"
"LQzufrB10","Lebensqualität (1109)","Quality of Life (1109)","Zufriedenheit: Leben insgesamt","overall life satisfaction",7,"7","7","Scale","LQzufrB107"
"LQzufrB10","Lebensqualität (1109)","Quality of Life (1109)","Zufriedenheit: Leben insgesamt","overall life satisfaction",8,"8","8th","Scale","LQzufrB108"
"LQzufrB10","Lebensqualität (1109)","Quality of Life (1109)","Zufriedenheit: Leben insgesamt","overall life satisfaction",9,"9","9","Scale","LQzufrB109"
"PKdep12","Psychische Krankh./Auffälligkeiten (1301)","Mental Krankh./Auffälligkeiten (1301)","Depression: I.d.l. 12 Mon.","Depression: I.d.l. 12 Mon.",-97,"Nicht erhoben","not applicable","Nominal","PKdep12-97"
"PKdep12","Psychische Krankh./Auffälligkeiten (1301)","Mental Krankh./Auffälligkeiten (1301)","Depression: I.d.l. 12 Mon.","Depression: I.d.l. 12 Mon.",1,"Ja","Yes","Nominal","PKdep121"
"PKdep12","Psychische Krankh./Auffälligkeiten (1301)","Mental Krankh./Auffälligkeiten (1301)","Depression: I.d.l. 12 Mon.","Depression: I.d.l. 12 Mon.",2,"Nein","No","Nominal","PKdep122"
"SFoslo1C","Schutzfaktoren (1303)","Protection factors (1303)","Nahestehende Personen","Related parties",1,"Keine","No","Ordinal","SFoslo1C1"
"SFoslo1C","Schutzfaktoren (1303)","Protection factors (1303)","Nahestehende Personen","Related parties",2,"1 bis 2","1 to 2","Ordinal","SFoslo1C2"
"SFoslo1C","Schutzfaktoren (1303)","Protection factors (1303)","Nahestehende Personen","Related parties",3,"3 bis 5","3 to 5","Ordinal","SFoslo1C3"
"SFoslo1C","Schutzfaktoren (1303)","Protection factors (1303)","Nahestehende Personen","Related parties",4,"6 oder mehr","6 or more","Ordinal","SFoslo1C4"
"SFoslo3A","Schutzfaktoren (1303)","Protection factors (1303)","Erhalt von Hilfe","Getting Help",-99,"Keine Angabe","No information","Ordinal","SFoslo3A-99"
"SFoslo3A","Schutzfaktoren (1303)","Protection factors (1303)","Erhalt von Hilfe","Getting Help",-98,"Weiß nicht","I do not know","Ordinal","SFoslo3A-98"
"SFoslo3A","Schutzfaktoren (1303)","Protection factors (1303)","Erhalt von Hilfe","Getting Help",1,"Sehr schwierig","Very difficult","Ordinal","SFoslo3A1"
"SFoslo3A","Schutzfaktoren (1303)","Protection factors (1303)","Erhalt von Hilfe","Getting Help",2,"Schwierig","Difficult","Ordinal","SFoslo3A2"
"SFoslo3A","Schutzfaktoren (1303)","Protection factors (1303)","Erhalt von Hilfe","Getting Help",3,"Möglich","Possible","Ordinal","SFoslo3A3"
"SFoslo3A","Schutzfaktoren (1303)","Protection factors (1303)","Erhalt von Hilfe","Getting Help",4,"Einfach","Simple","Ordinal","SFoslo3A4"
"SFoslo3A","Schutzfaktoren (1303)","Protection factors (1303)","Erhalt von Hilfe","Getting Help",5,"Sehr einfach","Very easy","Ordinal","SFoslo3A5"
"SFosloA","Schutzfaktoren (1303)","Protection factors (1303)","Soziale Unterstützung (Oslo-3 Social Support Scale)","Social support (Oslo 3 Social Support Scale)",1,"Geringe Unterstützung","little support","Ordinal","SFosloA1"
"SFosloA","Schutzfaktoren (1303)","Protection factors (1303)","Soziale Unterstützung (Oslo-3 Social Support Scale)","Social support (Oslo 3 Social Support Scale)",2,"Mittlere Unterstützung","medium support","Ordinal","SFosloA2"
"SFosloA","Schutzfaktoren (1303)","Protection factors (1303)","Soziale Unterstützung (Oslo-3 Social Support Scale)","Social support (Oslo 3 Social Support Scale)",3,"Starke Unterstützung","strong support","Ordinal","SFosloA3"
"GZmehm1","Gesundheitszustand (1102)","Health (1102)","Allg. Gesundheitszustand","Gen. health status",5,"Sehr gut","Very good","Ordinal","GZmehm15"
"GZmehm1","Gesundheitszustand (1102)","Health (1102)","Allg. Gesundheitszustand","Gen. health status",4,"Gut","Good","Ordinal","GZmehm14"
"GZmehm1","Gesundheitszustand (1102)","Health (1102)","Allg. Gesundheitszustand","Gen. health status",3,"Mittelmäßig","Mediocre","Ordinal","GZmehm13"
"GZmehm1","Gesundheitszustand (1102)","Health (1102)","Allg. Gesundheitszustand","Gen. health status",2,"Schlecht","Bad","Ordinal","GZmehm12"
"GZmehm1","Gesundheitszustand (1102)","Health (1102)","Allg. Gesundheitszustand","Gen. health status",1,"Sehr schlecht","Very bad","Ordinal","GZmehm11"
